matricula_hash,estado,cantidad_consorcios,tiene_sanciones
a404ce80b10d8d58,SIN ACTUALIZAR,1,No
be505f3ef54b2645,SIN ACTUALIZAR,1,No
3ff89028d473468d,SIN ACTUALIZAR,1,No
c03a6aa8f86dcc70,ACTIVA,1,No
0dac761b2dabecc3,ACTIVA,1,No
db9bdd904326faf9,ACTIVA,0,No
ff43d6c70646f200,ACTIVA,2,No
1b457162acd3bc24,ACTIVA,1,No
24f0a8fb44e42779,ACTIVA,1,No
b6e039438d20ed92,ACTIVA,1,No
516d51b2955c0082,ACTIVA,2,No
3050fd91b6c1b3b9,ACTIVA,1,No
ac69dee7b40ecfdb,SIN ACTUALIZAR,1,No
2b094c4248c216c8,ACTIVA,2,No
451b8440af050560,ACTIVA,1,No
d78aa3b4afc5f66a,ACTIVA,0,No
9ab23d10f7d2d2a5,ACTIVA,1,No
e51898fad5ebb4ed,SIN ACTUALIZAR,1,No
070f410d52485334,ACTIVA,1,No
e97ee1c8ea71208a,ACTIVA,1,No
2c7881a5e706e7ad,SIN ACTUALIZAR,1,No
6df4de83894dd56d,SIN ACTUALIZAR,2,No
a5a0ba51af5bb80d,SIN ACTUALIZAR,1,No
958c9e58139db36e,SIN ACTUALIZAR,1,No
1978463ef124546a,ACTIVA,1,No
7a866153fcd1a9ed,SIN ACTUALIZAR,1,No
f258849b08ca24e8,ACTIVA,1,No
ae828b626876e6f4,ACTIVA,3,No
12e7c7566a5de8da,SIN ACTUALIZAR,1,No
b4dba64a53e74afb,SIN ACTUALIZAR,1,No
6da0039598038673,ACTIVA,2,No
dff81563ddfe78cb,ACTIVA,1,No
5143486f326c168b,SIN ACTUALIZAR,2,No
40f1573a5d7a3090,SIN ACTUALIZAR,2,No
6ede7dbab9bde217,SIN ACTUALIZAR,2,No
87d6d0a52f25b8f4,ACTIVA,1,No
5dba4c55aba1fdcf,ACTIVA,1,No
1296ac4d28b54a42,SIN ACTUALIZAR,1,No
b57104c5b0f19d02,ACTIVA,1,No
afdcba2e170f8107,ACTIVA,1,No
ce70393d427f1dc8,SIN ACTUALIZAR,1,No
2fa87a66a552805c,SIN ACTUALIZAR,1,No
d840689d7a7eadaf,SIN ACTUALIZAR,1,No
d096e644f8596611,SIN ACTUALIZAR,0,No
d33b55fbe52c9655,ACTIVA,1,No
3dc87ab71825dc94,SIN ACTUALIZAR,2,No
618b4b2f7b6affc5,SIN ACTUALIZAR,1,No
3d171d4c4423b6e6,ACTIVA,1,No
41cf5599ce76795d,ACTIVA,2,No
49c5a999428a9857,SIN ACTUALIZAR,1,No
35909d826b0d0106,SIN ACTUALIZAR,1,No
723c8ae864f6a593,SIN ACTUALIZAR,1,No
1ec78efd3cb17834,ACTIVA,1,No
790a2ddcfc65acc4,ACTIVA,1,No
dd7454c87e9e5773,SIN ACTUALIZAR,1,No
824a6d3e2238f873,SIN ACTUALIZAR,1,No
f0cec1870916d192,SIN ACTUALIZAR,1,No
f0a46b51c7f79141,ACTIVA,1,No
d349e1e407cb567f,ACTIVA,1,No
b140c0d8ec76f99f,ACTIVA,2,No
455a27a9ccf22275,ACTIVA,2,No
7cf6977351f5e913,ACTIVA,3,No
b0f14e5fdb90799d,SIN ACTUALIZAR,1,No
e96d2e151b7f83a7,SIN ACTUALIZAR,1,No
138bfa9926852672,ACTIVA,1,No
943cbef5c7344512,ACTIVA,1,No
c59311a9fd2ee477,ACTIVA,1,No
29c90b07b3bbcdd2,SIN ACTUALIZAR,1,No
adab4fae622e6259,ACTIVA,1,No
f4cf9599d00abda5,SIN ACTUALIZAR,1,No
b40d81e5f3f32413,SIN ACTUALIZAR,1,No
2c2b084e950f82e9,ACTIVA,1,No
5d386cc79266bbaa,SIN ACTUALIZAR,1,No
6751fca908b38c66,ACTIVA,1,No
f0955d58cbd45395,SIN ACTUALIZAR,2,No
f26e2ff4cfb6d9c1,SIN ACTUALIZAR,3,No
d35c8ee044b25c9c,SIN ACTUALIZAR,1,No
a1c6cdec44005a21,SIN ACTUALIZAR,1,No
aa2c8b9ceda2a45d,ACTIVA,2,No
a1e2bd5c65064ebb,SIN ACTUALIZAR,1,No
6b2e2a8cf5ea043c,ACTIVA,1,No
ecd8ff751a15307e,ACTIVA,1,No
99ac17d9dc45a11b,ACTIVA,2,No
93470578e5b44457,SIN ACTUALIZAR,1,No
c4c455745b9d35ff,ACTIVA,1,No
318018ad8c3f51a5,ACTIVA,1,No
9fdc2ddeb732265f,SIN ACTUALIZAR,1,No
9e8250c7277d6592,SIN ACTUALIZAR,2,No
a8fe4ea49ae559b6,SIN ACTUALIZAR,1,No
0b2862aa62d75f4e,SIN ACTUALIZAR,1,No
6a5c1cebf7557839,SIN ACTUALIZAR,2,No
efc2aad7b8e2a5b6,ACTIVA,1,No
24a8e2741c9fd087,ACTIVA,1,No
4fb94f5f59bfbc42,ACTIVA,1,No
202ba861276c1f05,SIN ACTUALIZAR,1,No
6e230db92fd03ebc,SIN ACTUALIZAR,1,No
2a712e82b50faa78,SIN ACTUALIZAR,4,No
b3bf1dc9716e16ea,ACTIVA,1,No
ee4f8781fe28ccc7,ACTIVA,2,Sí
5c57a8b0a40491fd,ACTIVA,1,No
9d137f2b45044092,SIN ACTUALIZAR,1,No
427a600f3249f03b,SIN ACTUALIZAR,1,No
950ed53de3079602,SIN ACTUALIZAR,1,No
c812024bf0656fc3,ACTIVA,1,No
5da35d3f3c960067,ACTIVA,1,No
46afbcfb9cf5a388,SIN ACTUALIZAR,1,No
e67a0f94cf3acf8d,ACTIVA,1,No
b60952beaf28bf1d,ACTIVA,1,No
99ebaae5dd8634fb,SIN ACTUALIZAR,1,No
42f168c63b8d58e8,SIN ACTUALIZAR,1,No
0e64c52973bd1e88,SIN ACTUALIZAR,1,No
0f05bcccb11843f6,SIN ACTUALIZAR,1,No
b980176c9261d0a3,SIN ACTUALIZAR,2,No
a176eeb31e601c38,SIN ACTUALIZAR,1,No
9d2b685f54797ea2,SIN ACTUALIZAR,1,No
b9e02bd01a739df2,SIN ACTUALIZAR,1,No
bd2c9d62ce3903b5,SIN ACTUALIZAR,2,No
5dcdf9248666dc29,SIN ACTUALIZAR,3,No
a0082f39b13a6246,SIN ACTUALIZAR,1,No
2ce7089bb645979a,ACTIVA,1,No
56b296e29061e33f,SIN ACTUALIZAR,1,No
9bc8708c8077c33a,SIN ACTUALIZAR,1,No
d5e685b3b18e8024,SIN ACTUALIZAR,1,No
9c9a60de5876fab9,SIN ACTUALIZAR,0,No
3d0231925f906b0a,SIN ACTUALIZAR,0,No
ed12f17149c7e7b5,SIN ACTUALIZAR,1,No
654c495ab1cb7e12,SIN ACTUALIZAR,1,No
d3b842e4dd2fceb2,SIN ACTUALIZAR,1,No
9e6e0a0f2f12c9a5,SIN ACTUALIZAR,1,No
b893116caf501ac2,SIN ACTUALIZAR,0,No
31d7b3e8fbd95178,SIN ACTUALIZAR,1,No
8f9e8700a919ab77,SIN ACTUALIZAR,1,No
745c9ffd278fae91,SIN ACTUALIZAR,4,No
915221c5a669df73,SIN ACTUALIZAR,1,No
4790bcf551319c81,SIN ACTUALIZAR,1,No
227ae37684d3f170,ACTIVA,2,No
b4e5384402e135d9,SIN ACTUALIZAR,1,No
008a8b3f1dd54fca,SIN ACTUALIZAR,2,No
cc613785619431ed,SIN ACTUALIZAR,2,No
545f24203344d523,SIN ACTUALIZAR,1,No
d865ced9f5605e91,SIN ACTUALIZAR,1,No
a2302ca24fa52341,SIN ACTUALIZAR,1,No
6ec1a74b790eb4d9,SIN ACTUALIZAR,1,No
9765da35893bd58f,SIN ACTUALIZAR,1,No
a858a6af86bc4dab,SIN ACTUALIZAR,1,No
236fb446603c9797,ACTIVA,2,No
e1be0c7a2dc28011,ACTIVA,1,No
d729564426a4d3e7,SIN ACTUALIZAR,0,No
dc4aa707636ec734,ACTIVA,1,Sí
84bf2c8ac605d27a,SIN ACTUALIZAR,1,No
7d04e37bce419c44,SIN ACTUALIZAR,1,No
f138665c5aa66008,ACTIVA,1,No
155add458260ae25,ACTIVA,3,No
3635a91e3da857f7,SIN ACTUALIZAR,2,No
085a39668d5ccfdb,SIN ACTUALIZAR,1,No
10f3cad2eae396f5,SIN ACTUALIZAR,1,No
a88dd0e3875baf34,ACTIVA,1,No
bafeecedcc76f7c6,ACTIVA,2,No
d38e2c5cca8a7a50,SIN ACTUALIZAR,0,No
41bee82cc0b1bb23,SIN ACTUALIZAR,1,No
f19c99fbe5a83563,SIN ACTUALIZAR,1,No
ea185932ebe41c25,SIN ACTUALIZAR,1,No
b2730ab9f4c66649,ACTIVA,2,No
0929e8b8a5ba31f6,ACTIVA,2,No
b0a0190fbd5d33c3,ACTIVA,1,No
199faaa8753faecc,SIN ACTUALIZAR,1,No
091ebb75152d8343,ACTIVA,1,No
f65ccfbfec288565,ACTIVA,1,No
200da3f7383a21aa,ACTIVA,2,No
0968ff942a3c374e,ACTIVA,1,No
007bb9f0a05a8edb,SIN ACTUALIZAR,2,No
f7aa02cc95942ab3,SIN ACTUALIZAR,1,No
6ca6d4116bf5a18f,SIN ACTUALIZAR,1,No
9559a86ad203273d,ACTIVA,1,No
677c622c0bfb82c2,ACTIVA,1,No
4c94f0d7b4074bcc,SIN ACTUALIZAR,1,No
8046629df792a6d2,ACTIVA,1,No
a65acf0fa6310039,SIN ACTUALIZAR,1,No
26aa59b0095566ea,SIN ACTUALIZAR,1,No
97879d27a779f9c7,ACTIVA,2,No
72dbab0e0717addc,ACTIVA,1,No
961cfdae18404380,SIN ACTUALIZAR,1,No
6f7eceeaacb70c0e,SIN ACTUALIZAR,1,No
dd33533237c106c4,SIN ACTUALIZAR,2,No
4ea208a1fe491966,ACTIVA,1,No
8d0b9a84ba456766,ACTIVA,2,No
d118ac9423cc4c9e,SIN ACTUALIZAR,1,No
63498969cec4d2e8,ACTIVA,1,No
07e1906a4c417ea7,ACTIVA,2,Sí
2ae7ffb0ec4d1bcc,SIN ACTUALIZAR,0,No
af96d7157462b047,SIN ACTUALIZAR,1,No
b0f59ce1e1fb6222,SIN ACTUALIZAR,1,No
384feedbdb892b89,SIN ACTUALIZAR,1,No
204da20c1bca1f5e,ACTIVA,2,No
df2760a948607f89,ACTIVA,1,No
c16f0b7cdee3720b,SIN ACTUALIZAR,3,No
5e356466d0839317,SIN ACTUALIZAR,1,No
cb52b76a21d7312c,SIN ACTUALIZAR,1,No
4b6dc8c035ab6192,ACTIVA,1,No
6cf165b36b062af5,SIN ACTUALIZAR,1,No
9f7cf981d70756fd,ACTIVA,1,No
ead595aca2c88523,ACTIVA,3,No
82bd3b63e2f8767c,ACTIVA,0,No
23081261b042a6d9,ACTIVA,1,No
5d4785c2384fb6ea,ACTIVA,1,No
894261bd80239acb,ACTIVA,1,No
92aded40fbb9c79e,SIN ACTUALIZAR,1,No
98aa388d087d08bd,SIN ACTUALIZAR,1,No
314e5c52ec835e5c,ACTIVA,2,No
263b20fc4cb4953c,SIN ACTUALIZAR,1,No
83a1e3dad03ad9eb,ACTIVA,1,No
467a725412864161,SIN ACTUALIZAR,1,No
53cc34946e2b6c46,SIN ACTUALIZAR,1,No
4f55f9efea280e16,ACTIVA,1,Sí
9a057ff381852e86,SIN ACTUALIZAR,0,No
dc1cdc6ee450a4c5,SIN ACTUALIZAR,1,No
d9eaebd61d95ed16,SIN ACTUALIZAR,2,No
9ebbcf9ff1a9a75c,SIN ACTUALIZAR,1,No
99c842680c4e5f25,ACTIVA,1,No
3a481e728390d89c,SIN ACTUALIZAR,2,No
edf56b44266895fa,SIN ACTUALIZAR,1,No
c25b5a63510f96f2,SIN ACTUALIZAR,1,No
0436db4c41244f64,ACTIVA,1,No
6a681da66f1def97,SIN ACTUALIZAR,0,No
260f58b1166299a7,ACTIVA,1,No
af2e308510a24a6a,SIN ACTUALIZAR,1,No
73e7680610ab579a,SIN ACTUALIZAR,1,No
c877aac768d87288,ACTIVA,3,No
ba533966ff149ff7,SIN ACTUALIZAR,1,No
732c6036918b7f0f,SIN ACTUALIZAR,1,No
2f9d1a14730e7be4,ACTIVA,1,No
4b10a58ceb4622af,SIN ACTUALIZAR,2,No
cad1b10398944dcf,SIN ACTUALIZAR,1,No
c36122b6306db621,SIN ACTUALIZAR,1,No
133a57f8cf2b4639,SIN ACTUALIZAR,1,No
7b968457994ab68a,ACTIVA,1,No
fa60b7ab4b35fbb4,SIN ACTUALIZAR,1,No
cc5bb305846d6e83,SIN ACTUALIZAR,1,No
3e3957ce5ed1a1d9,SIN ACTUALIZAR,3,No
38d1b68184b8e37c,SIN ACTUALIZAR,1,No
22ac6b28d2266deb,SIN ACTUALIZAR,1,No
cebaf002d886615d,ACTIVA,1,No
475368189e17ec9d,SIN ACTUALIZAR,0,No
0c2dfda47ccd58d4,SIN ACTUALIZAR,1,No
5a702680e39415f7,SIN ACTUALIZAR,1,No
3be96fef0491d30e,ACTIVA,1,No
528b7a40e084b69d,ACTIVA,2,No
b4b56103046e0330,ACTIVA,1,No
827050ef00e06c55,ACTIVA,1,No
62e30103131a26bf,ACTIVA,2,No
0343d6e77de0f459,SIN ACTUALIZAR,1,No
e1fca06213ab7188,ACTIVA,1,No
3fb415130ce98488,SIN ACTUALIZAR,1,No
25b7e4ec4db25511,SIN ACTUALIZAR,0,No
31477215f87f1d49,SIN ACTUALIZAR,1,No
1ff3c9f22859d984,SIN ACTUALIZAR,1,No
eaf21c479a1142c8,ACTIVA,2,No
2ed2f71a66afe3df,SIN ACTUALIZAR,1,No
b40a99728ddd38d7,SIN ACTUALIZAR,1,No
98dc495c4e2b6076,ACTIVA,1,No
cac3b69afa92db4a,SIN ACTUALIZAR,1,No
8b0e465d34889055,SIN ACTUALIZAR,0,No
d235f7a2c0be81ce,SIN ACTUALIZAR,0,No
b43ae271bf91e82c,SIN ACTUALIZAR,0,No
46f73a648dfd8829,ACTIVA,0,No
f6cd1a170f654805,SIN ACTUALIZAR,0,No
786af9cf0795855d,SIN ACTUALIZAR,0,No
975b7e83f8d4d046,SIN ACTUALIZAR,0,No
6a0d62bf95727426,SIN ACTUALIZAR,0,No
dbd83f083ad46b51,SIN ACTUALIZAR,0,No
8267bed254fb7b1a,SIN ACTUALIZAR,0,No
dd8826b4b2a62661,SIN ACTUALIZAR,0,No
9517a83916973190,SIN ACTUALIZAR,0,No
c389ebcc97585e39,SIN ACTUALIZAR,0,No
3cc04c5fa0bb6f16,SIN ACTUALIZAR,0,No
e3058cd9f6583d89,SIN ACTUALIZAR,0,No
c74ef6637df1ff3a,ACTIVA,0,No
862b97a0a58967a3,SIN ACTUALIZAR,0,No
fcbeb3c77935d42e,SIN ACTUALIZAR,0,No
eabddb2a81223e30,SIN ACTUALIZAR,0,No
06c8d8da61751af5,SIN ACTUALIZAR,0,No
6c01192ad3b48d0f,SIN ACTUALIZAR,0,No
7319ea2a3609eb87,SIN ACTUALIZAR,0,No
1de2fa310bd1f249,SIN ACTUALIZAR,0,No
cecb343cca5c7c50,SIN ACTUALIZAR,0,No
5bf56ef69a78b021,SIN ACTUALIZAR,0,No
9d414b12d28f3b7a,SIN ACTUALIZAR,0,No
4de8e730b8e03282,SIN ACTUALIZAR,0,No
2523a322e9c4c14b,SIN ACTUALIZAR,0,No
5ecae6ac737e5a4e,SIN ACTUALIZAR,0,No
3feae89bac4b1c06,SIN ACTUALIZAR,0,No
b50825e9459d23ad,SIN ACTUALIZAR,0,No
80fd373f20718758,SIN ACTUALIZAR,0,No
98734b6a4aab305e,SIN ACTUALIZAR,0,No
a5e96607bdadf14f,SIN ACTUALIZAR,0,No
c2ce9fbf2c0b60bb,SIN ACTUALIZAR,0,No
61a57c39d2ed5a33,SIN ACTUALIZAR,0,No
cdbf17a19cc656b3,SIN ACTUALIZAR,0,No
9e24fe79723f8abd,SIN ACTUALIZAR,0,No
f37decbadbcf8e61,SIN ACTUALIZAR,0,No
62075342535cd7f3,SIN ACTUALIZAR,0,No
68192031701dc918,SIN ACTUALIZAR,0,No
5109c1e0095d83e6,SIN ACTUALIZAR,0,No
22aa41c5d41f7524,SIN ACTUALIZAR,0,No
604410d157b0b462,SIN ACTUALIZAR,0,No
d8e2c47b911982b5,SIN ACTUALIZAR,0,No
481f47d7520d814e,SIN ACTUALIZAR,0,No
0882c249dbd51681,SIN ACTUALIZAR,0,No
3f29c502c0eb21ca,SIN ACTUALIZAR,0,No
6b6a9c3cd1d8abcf,SIN ACTUALIZAR,0,No
84d74c3153bd3324,SIN ACTUALIZAR,0,No
6e255c6a8a138e74,SIN ACTUALIZAR,0,No
606714d3f0456d52,SIN ACTUALIZAR,0,No
485fb60c98de43c8,SIN ACTUALIZAR,0,No
a181711dfc2c66a0,SIN ACTUALIZAR,0,No
0f6db083a36fb79b,SIN ACTUALIZAR,0,No
e46a83056a6e9cdf,SIN ACTUALIZAR,0,No
7297deed53c8b4c3,SIN ACTUALIZAR,0,No
c666bb5acb665dec,SIN ACTUALIZAR,0,No
b36f13b56fbe253d,SIN ACTUALIZAR,0,No
c9fbd978ec49f2e6,SIN ACTUALIZAR,0,No
9d316425feecb53c,SIN ACTUALIZAR,0,No
be2b97475d4e00c6,SIN ACTUALIZAR,0,No
a05324a39ada3bea,SIN ACTUALIZAR,0,No
c523613877b206aa,SIN ACTUALIZAR,0,No
1d16a2735c7e1355,SIN ACTUALIZAR,0,No
ad7c2b601d56baca,SIN ACTUALIZAR,0,No
0a08a44b77703a0c,SIN ACTUALIZAR,0,No
d82b8750bca8df61,SIN ACTUALIZAR,0,No
6867e569323f51fa,SIN ACTUALIZAR,0,No
9834a336cc090c52,SIN ACTUALIZAR,0,No
b00fcb1a78802c12,SIN ACTUALIZAR,0,No
e0687f1cb50c824e,SIN ACTUALIZAR,0,No
a615b8485af763bf,SIN ACTUALIZAR,0,No
eae6a30bae448622,SIN ACTUALIZAR,0,No
af736fc76e2c8c83,SIN ACTUALIZAR,0,No
04c737230c964d3c,SIN ACTUALIZAR,0,No
10796f621b76ba88,SIN ACTUALIZAR,0,No
8e95c20cd1b031b0,SIN ACTUALIZAR,0,No
e42e54d160fd1773,SIN ACTUALIZAR,0,No
c1290c3193723a8b,SIN ACTUALIZAR,0,No
b37415448f52de64,SIN ACTUALIZAR,0,No
69f9be07d08df66d,SIN ACTUALIZAR,0,No
e68611a3c7841a4f,SIN ACTUALIZAR,0,No
5c6187c65607bf25,SIN ACTUALIZAR,0,No
517c3582cf36b117,SIN ACTUALIZAR,0,No
eefea63e90ac291f,SIN ACTUALIZAR,0,No
664f8848549cac37,SIN ACTUALIZAR,0,No
8abe0e454237e290,SIN ACTUALIZAR,0,No
1e7fdd3affa21e01,SIN ACTUALIZAR,0,No
e4e467d7eed779cf,ACTIVA,0,No
8e181706d88fc34a,ACTIVA,0,No
f2375e2f6439ffa5,ACTIVA,0,No
ad0b61fafd0e5c07,SIN ACTUALIZAR,0,No
547df2affa8f285c,ACTIVA,0,No
d318b5103642196c,ACTIVA,0,No
144af52b3136b9a9,ACTIVA,0,No
a9521dea9833ac84,ACTIVA,0,No
da90d08209ad06fe,ACTIVA,0,No
807e4031ae74a838,ACTIVA,0,No
adc1c8bb0d89c828,ACTIVA,0,No
a5c44cf41754d8cc,SIN ACTUALIZAR,1,No
a95d67cec3543764,SIN ACTUALIZAR,2,No
a69a7896a1cbdcea,SIN ACTUALIZAR,3,No
cae26a9f8e130314,SIN ACTUALIZAR,1,No
2d70e0c2a05317db,ACTIVA,1,No
1628e107773c273d,ACTIVA,2,No
0457f727ec113e41,SIN ACTUALIZAR,1,No
85be243f048a9242,SIN ACTUALIZAR,1,No
315b1eb597178e38,SIN ACTUALIZAR,1,No
84245b0cac9aa13f,SIN ACTUALIZAR,1,No
33c31ff8906aca18,SIN ACTUALIZAR,1,No
fd724877e1d9f26f,ACTIVA,1,No
44eecee903a17c96,SIN ACTUALIZAR,2,Sí
08239f8781c9538f,SIN ACTUALIZAR,1,No
88484305edc877e6,SIN ACTUALIZAR,1,No
1d00ce3850e67d53,SIN ACTUALIZAR,0,No
ae9fb1b26e8f2bf9,SIN ACTUALIZAR,1,No
7ebe68b65174c77c,ACTIVA,1,No
2cb7446ca7c2f6b1,SIN ACTUALIZAR,1,No
29e03cf006b526b5,SIN ACTUALIZAR,1,No
1bd3b51d29f0e9bb,SIN ACTUALIZAR,1,No
0cba2fa7ffebce9b,SIN ACTUALIZAR,1,No
68396e460497efeb,SIN ACTUALIZAR,1,No
654a1fa137a5a5c1,SIN ACTUALIZAR,1,No
3e8b992727316255,SIN ACTUALIZAR,1,No
3c2ffe67e845548b,ACTIVA,1,No
dc7ae960fe307333,SIN ACTUALIZAR,1,No
7e607909fd879bbc,SIN ACTUALIZAR,1,No
d0b78ae235e484b1,ACTIVA,1,No
af6dbd760f69b116,SIN ACTUALIZAR,1,No
b075b077003ff21c,SIN ACTUALIZAR,2,No
0e05fcf56a125fb7,SIN ACTUALIZAR,1,No
43d573b835219e75,SIN ACTUALIZAR,1,No
2127ae39c1c114f5,SIN ACTUALIZAR,1,No
d919054469d4fbaf,SIN ACTUALIZAR,1,No
b856aac2f8db9717,SIN ACTUALIZAR,3,No
a397078318911c5e,SIN ACTUALIZAR,1,No
c8d0b5c840299e96,SIN ACTUALIZAR,1,No
615cd77bb6c3031c,SIN ACTUALIZAR,1,No
0d66b810ef2ec67e,SIN ACTUALIZAR,1,No
0d877f642f12d86b,SIN ACTUALIZAR,2,No
94943599f5733c0a,SIN ACTUALIZAR,1,No
25bf0c5d6d9a9c8d,SIN ACTUALIZAR,0,No
78cb6709ef3e4aa9,SIN ACTUALIZAR,1,No
17b2cdce208afc5c,SIN ACTUALIZAR,2,No
441d52930203f6c3,SIN ACTUALIZAR,0,No
b4cd8bb27a3ec866,SIN ACTUALIZAR,1,No
7facf5867d64df2a,SIN ACTUALIZAR,1,No
be1dfca7b57921df,SIN ACTUALIZAR,0,No
1e3a2d08ecda783f,ACTIVA,0,No
a0270321ab5125a7,SIN ACTUALIZAR,0,No
65d769c3b509edc5,SIN ACTUALIZAR,0,No
c4f531342c9623be,SIN ACTUALIZAR,0,No
2abf512165e466fa,ACTIVA,0,No
2bf44493d5827329,SIN ACTUALIZAR,0,No
d8a55005e2d2f945,SIN ACTUALIZAR,0,No
099f101c38e2ac11,SIN ACTUALIZAR,0,No
6366e59b1358e505,SIN ACTUALIZAR,0,No
93eb82316a6fd1f2,SIN ACTUALIZAR,0,No
69fa4375f140d4d3,ACTIVA,0,No
fdc115fe97bad517,SIN ACTUALIZAR,0,No
00dd3f55a187c19f,SIN ACTUALIZAR,0,No
d16896e31f1232b5,SIN ACTUALIZAR,0,No
2eb209422cff70db,SIN ACTUALIZAR,0,No
662ab03ff436cfd2,SIN ACTUALIZAR,0,No
136c3808b91375ff,ACTIVA,0,No
ea644091bac11f85,SIN ACTUALIZAR,0,No
7cb0717f89a5efe4,SIN ACTUALIZAR,0,No
5f36799f6d408d2c,SIN ACTUALIZAR,0,No
574d87d75316afd7,SIN ACTUALIZAR,0,No
ec2c615bcfac7cce,SIN ACTUALIZAR,0,No
4b06b909485859fc,ACTIVA,1,No
9645139872a02412,ACTIVA,1,No
c6a4d07932b070f9,SIN ACTUALIZAR,1,No
525217c3494a8ec9,SIN ACTUALIZAR,2,No
a2b0c6bab7f2fce6,SIN ACTUALIZAR,1,No
80335c1f5da13ee4,ACTIVA,1,No
af02c24dcb62933e,ACTIVA,1,No
21049fe0067fdec0,ACTIVA,1,No
a34d9062a71905f1,ACTIVA,2,No
3dfcfacbb1498f30,SIN ACTUALIZAR,1,No
a03cdf8716fd211e,SIN ACTUALIZAR,1,No
ea215720034a4c30,SIN ACTUALIZAR,1,No
64e14e2ad48c0dab,SIN ACTUALIZAR,1,No
2c384d69debd3571,SIN ACTUALIZAR,0,No
31bf69fdbcca93c7,ACTIVA,1,No
b0529aadcd311cd2,SIN ACTUALIZAR,1,No
97fde1d965ad6b6b,ACTIVA,1,No
89646000c155c2e2,ACTIVA,1,No
8bba693c86335e49,ACTIVA,1,No
17bcef2b83e98410,ACTIVA,1,No
9a3eab0033b988a7,SIN ACTUALIZAR,1,No
3d84db9802363338,SIN ACTUALIZAR,1,No
6d797d13e509080d,SIN ACTUALIZAR,1,Sí
768cc61d9554895f,SIN ACTUALIZAR,1,No
07b1415942360dbe,ACTIVA,1,No
f9324da8eb1ba0fa,SIN ACTUALIZAR,2,No
c56b598065968074,SIN ACTUALIZAR,0,No
1992a7b5f8d06c70,SIN ACTUALIZAR,1,No
31b69aaaba9a335b,SIN ACTUALIZAR,3,No
d3ccc3c3a442b275,SIN ACTUALIZAR,1,No
5be21fec7f4c958e,SIN ACTUALIZAR,1,No
68578f5806edc3d5,SIN ACTUALIZAR,1,No
ccdc36267d0d3f46,SIN ACTUALIZAR,1,No
1062c5a81e566c98,SIN ACTUALIZAR,1,No
ca902d4a8acbdea1,SIN ACTUALIZAR,1,No
31b11d75b4a9a6d5,ACTIVA,2,No
b070751113ee70c6,SIN ACTUALIZAR,0,No
56a51e205fee849c,SIN ACTUALIZAR,0,No
4bf54947363f7751,SIN ACTUALIZAR,0,No
55160abb59b175c3,SIN ACTUALIZAR,0,No
ba75e6190f20139c,SIN ACTUALIZAR,0,No
eda2b4c97af53a56,SIN ACTUALIZAR,0,No
8c8a1dd7acaf801e,SIN ACTUALIZAR,0,No
6d8cd298806194ed,SIN ACTUALIZAR,0,No
72450071eef37f9c,SIN ACTUALIZAR,0,No
c6b2538aec1b6e59,SIN ACTUALIZAR,0,No
4ebe4e856947f64e,SIN ACTUALIZAR,0,No
7b8b6647f6b7cdc5,SIN ACTUALIZAR,0,No
717cb38e970aaa04,SIN ACTUALIZAR,0,No
8f167b98bd5a08c5,SIN ACTUALIZAR,0,No
e85d695e366e8e4b,SIN ACTUALIZAR,0,No
d9eea3f08d842822,SIN ACTUALIZAR,0,No
8a2bed6d1efce64d,ACTIVA,1,No
19fabbd786c65760,SIN ACTUALIZAR,1,No
79617f598c03cb2e,ACTIVA,2,No
3cfd5cc3cc0fee92,SIN ACTUALIZAR,1,No
726b520575d8eb3a,SIN ACTUALIZAR,2,No
88111a7f4d4fbcbe,SIN ACTUALIZAR,2,No
c2b19ec30f481ae6,SIN ACTUALIZAR,0,No
aac7d4dc2eb6e607,SIN ACTUALIZAR,1,No
61f5869c42cc56c1,SIN ACTUALIZAR,0,No
b341c640b6515751,ACTIVA,1,No
201b7ed6b01e2de5,ACTIVA,2,No
8825df65b723999d,SIN ACTUALIZAR,3,No
08dc2040a631af62,SIN ACTUALIZAR,1,No
d413a4731e3205df,ACTIVA,1,No
ef1f45c34441b253,SIN ACTUALIZAR,1,No
4ffa4fb7d1176010,ACTIVA,1,No
d41c8abd2a10a194,SIN ACTUALIZAR,3,No
81abac0d19c86344,SIN ACTUALIZAR,1,No
1bcf54f5e80e6e18,SIN ACTUALIZAR,1,No
a3486138da3db935,SIN ACTUALIZAR,0,No
54d3fd385463022f,SIN ACTUALIZAR,1,No
ebc643b3a5e6c200,SIN ACTUALIZAR,1,No
3294804b14023a4b,SIN ACTUALIZAR,1,No
71c06f161fe88eb6,SIN ACTUALIZAR,1,No
80223920500c1488,SIN ACTUALIZAR,0,No
8464168f3fdb1e6e,SIN ACTUALIZAR,1,No
132f6e904a3cab6c,SIN ACTUALIZAR,1,No
5e8d4e77b7336ffd,SIN ACTUALIZAR,1,No
9db3ff1452356acd,SIN ACTUALIZAR,1,No
f5e4b9f8e704570a,SIN ACTUALIZAR,1,No
1f1fe0850060c993,ACTIVA,2,No
8aee9a1cc65c525e,SIN ACTUALIZAR,1,No
85f9b504a727a96d,SIN ACTUALIZAR,0,No
cc6c038d6d7d81c1,SIN ACTUALIZAR,1,No
b24feb419bf88f66,SIN ACTUALIZAR,1,No
4648283b1bda112b,SIN ACTUALIZAR,1,No
